Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,DOI_for_article,linkDOI,citationCount,Date,dateYear
1297,S002228521200063X.xml,False,275,pionic acidJournal of Molecular Spectroscopy 275 (2012) 1-4. doi:10.1016j.jms.2012.04.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 20121-41410.1016j.jms.2012.04.003http,http://dx.doi.org/10.1016/j.jms.2012.04.003doi:10.1016/j.jms.2012.04.003JournalsS300.1YJMSP10204S0022-2852(12)00063-X10.1016/j.jms.2012.04.003Elsevier,,10.1016/j.jms.2012.04.003,https://dx.doi.org/10.1016/j.jms.2012.04.003,2,2012-05-00,2012
1298,S0022285212000653.xml,False,275,infraredJournal of Molecular Spectroscopy 275 (2012) 9-14. doi:10.1016j.jms.2012.04.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 20129-1491410.1016j.jms.2012.04.005http,http://dx.doi.org/10.1016/j.jms.2012.04.005doi:10.1016/j.jms.2012.04.005JournalsS300.1YJMSP10206S0022-2852(12)00065-310.1016/j.jms.2012.04.005Elsevier,,10.1016/j.jms.2012.04.005,https://dx.doi.org/10.1016/j.jms.2012.04.005,1,2012-05-00,2012
1299,S0022285212000665.xml,False,275,sFTIR studyJournal of Molecular Spectroscopy 275 (2012) 5-8. doi:10.1016j.jms.2012.04.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 20125-85810.1016j.jms.2012.04.006http,http://dx.doi.org/10.1016/j.jms.2012.04.006doi:10.1016/j.jms.2012.04.006JournalsS300.1YJMSP10207S0022-2852(12)00066-510.1016/j.jms.2012.04.006Elsevier,,10.1016/j.jms.2012.04.006,https://dx.doi.org/10.1016/j.jms.2012.04.006,3,2012-05-00,2012
1300,S0022285212000677.xml,False,275,scopyJournal of Molecular Spectroscopy 275 (2012) 31-34. doi:10.1016j.jms.2012.04.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201231-34313410.1016j.jms.2012.04.007http,http://dx.doi.org/10.1016/j.jms.2012.04.007doi:10.1016/j.jms.2012.04.007JournalsS300.1YJMSP10208S0022-2852(12)00067-710.1016/j.jms.2012.04.007Elsevier,,10.1016/j.jms.2012.04.007,https://dx.doi.org/10.1016/j.jms.2012.04.007,2,2012-05-00,2012
1301,S0022285212000689.xml,False,275,ationJournal of Molecular Spectroscopy 275 (2012) 21-27. doi:10.1016j.jms.2012.04.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201221-27212710.1016j.jms.2012.04.008http,http://dx.doi.org/10.1016/j.jms.2012.04.008doi:10.1016/j.jms.2012.04.008JournalsS300.1YJMSP10209S0022-2852(12)00068-910.1016/j.jms.2012.04.008Elsevier,,10.1016/j.jms.2012.04.008,https://dx.doi.org/10.1016/j.jms.2012.04.008,1,2012-05-00,2012
1302,S0022285212000690.xml,False,275,ctureJournal of Molecular Spectroscopy 275 (2012) 15-20. doi:10.1016j.jms.2012.04.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201215-20152010.1016j.jms.2012.04.009http,http://dx.doi.org/10.1016/j.jms.2012.04.009doi:10.1016/j.jms.2012.04.009JournalsS300.1YJMSP10210S0022-2852(12)00069-010.1016/j.jms.2012.04.009Elsevier,,10.1016/j.jms.2012.04.009,https://dx.doi.org/10.1016/j.jms.2012.04.009,2,2012-05-00,2012
1303,S0022285212000707.xml,False,275,cular Spectroscopy 275 (2012) 28-30. doi:10.1016j.jms.2012.05.001journalJournal of Molecular SpectroscopyCrown Copyright Ãƒâ€šÃ‚Â© 2012. Published by Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201228-30283010.1016j.jms.2012.05.001http,http://dx.doi.org/10.1016/j.jms.2012.05.001doi:10.1016/j.jms.2012.05.001JournalsS300.1YJMSP10211S0022-2852(12)00070-710.1016/j.jms.2012.05.001Fig.,,10.1016/j.jms.2012.05.001,https://dx.doi.org/10.1016/j.jms.2012.05.001,0,2012-05-00,2012
1304,S0022285212000719.xml,False,275,bandsJournal of Molecular Spectroscopy 275 (2012) 41-47. doi:10.1016j.jms.2012.05.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201241-47414710.1016j.jms.2012.05.002http,http://dx.doi.org/10.1016/j.jms.2012.05.002doi:10.1016/j.jms.2012.05.002JournalsS300.1YJMSP10212S0022-2852(12)00071-910.1016/j.jms.2012.05.002Elsevier,,10.1016/j.jms.2012.05.002,https://dx.doi.org/10.1016/j.jms.2012.05.002,5,2012-05-00,2012
1305,S0022285212000720.xml,False,275,tionsJournal of Molecular Spectroscopy 275 (2012) 35-40. doi:10.1016j.jms.2012.05.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201235-40354010.1016j.jms.2012.05.003http,http://dx.doi.org/10.1016/j.jms.2012.05.003doi:10.1016/j.jms.2012.05.003JournalsS300.1YJMSP10213S0022-2852(12)00072-010.1016/j.jms.2012.05.003Elsevier,,10.1016/j.jms.2012.05.003,https://dx.doi.org/10.1016/j.jms.2012.05.003,2,2012-05-00,2012
1306,S0022285212000732.xml,False,275,gasesJournal of Molecular Spectroscopy 275 (2012) 48-52. doi:10.1016j.jms.2012.04.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201248-52485210.1016j.jms.2012.04.010http,http://dx.doi.org/10.1016/j.jms.2012.04.010doi:10.1016/j.jms.2012.04.010JournalsS300.1YJMSP10214S0022-2852(12)00073-210.1016/j.jms.2012.04.010Elsevier,,10.1016/j.jms.2012.04.010,https://dx.doi.org/10.1016/j.jms.2012.04.010,5,2012-05-00,2012
1307,S0022285212000744.xml,False,275,inskyJournal of Molecular Spectroscopy 275 (2012) 61-70. doi:10.1016j.jms.2012.05.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201261-70617010.1016j.jms.2012.05.004http,http://dx.doi.org/10.1016/j.jms.2012.05.004doi:10.1016/j.jms.2012.05.004JournalsS300.1YJMSP10215S0022-2852(12)00074-410.1016/j.jms.2012.05.004Elsevier,,10.1016/j.jms.2012.05.004,https://dx.doi.org/10.1016/j.jms.2012.05.004,4,2012-05-00,2012
1308,S0022285212000884.xml,False,275,lysisJournal of Molecular Spectroscopy 275 (2012) 53-60. doi:10.1016j.jms.2012.05.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852275May-June 201253-60536010.1016j.jms.2012.05.006http,http://dx.doi.org/10.1016/j.jms.2012.05.006doi:10.1016/j.jms.2012.05.006JournalsS300.1YJMSP10217S0022-2852(12)00088-410.1016/j.jms.2012.05.006Elsevier,,10.1016/j.jms.2012.05.006,https://dx.doi.org/10.1016/j.jms.2012.05.006,5,2012-05-00,2012
1309,S0022285212000872.xml,False,276,nal of Molecular Spectroscopy 276-277 (2012) 33-48. doi:10.1016j.jms.2012.05.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 201233-48334810.1016j.jms.2012.05.005http,http://dx.doi.org/10.1016/j.jms.2012.05.005doi:10.1016/j.jms.2012.05.005JournalsS300.1YJMSP10216S0022-2852(12)00087-210.1016/j.jms.2012.05.005Elsevier,,10.1016/j.jms.2012.05.005,https://dx.doi.org/10.1016/j.jms.2012.05.005,6,2012-06-00,2012
1310,S0022285212000914.xml,False,276,nal of Molecular Spectroscopy 276-277 (2012) 10-13. doi:10.1016j.jms.2012.06.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 201210-13101310.1016j.jms.2012.06.001http,http://dx.doi.org/10.1016/j.jms.2012.06.001doi:10.1016/j.jms.2012.06.001JournalsS300.1YJMSP10220S0022-2852(12)00091-410.1016/j.jms.2012.06.001Elsevier,,10.1016/j.jms.2012.06.001,https://dx.doi.org/10.1016/j.jms.2012.06.001,0,2012-06-00,2012
1311,S002228521200094X.xml,False,276,nal of Molecular Spectroscopy 276-277 (2012) 19-21. doi:10.1016j.jms.2012.06.004journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 201219-21192110.1016j.jms.2012.06.004http,http://dx.doi.org/10.1016/j.jms.2012.06.004doi:10.1016/j.jms.2012.06.004JournalsS300.1YJMSP10223S0022-2852(12)00094-X10.1016/j.jms.2012.06.004Elsevier,,10.1016/j.jms.2012.06.004,https://dx.doi.org/10.1016/j.jms.2012.06.004,7,2012-06-00,2012
1312,S0022285212000987.xml,False,276,nal of Molecular Spectroscopy 276-277 (2012) 22-32. doi:10.1016j.jms.2012.06.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 201222-32223210.1016j.jms.2012.06.008http,http://dx.doi.org/10.1016/j.jms.2012.06.008doi:10.1016/j.jms.2012.06.008JournalsS300.1YJMSP10227S0022-2852(12)00098-710.1016/j.jms.2012.06.008Elsevier,,10.1016/j.jms.2012.06.008,https://dx.doi.org/10.1016/j.jms.2012.06.008,4,2012-06-00,2012
1313,S0022285212000999.xml,False,276,nal of Molecular Spectroscopy 276-277 (2012) 14-18. doi:10.1016j.jms.2012.06.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 201214-18141810.1016j.jms.2012.06.009http,http://dx.doi.org/10.1016/j.jms.2012.06.009doi:10.1016/j.jms.2012.06.009JournalsS300.1YJMSP10228S0022-2852(12)00099-910.1016/j.jms.2012.06.009Elsevier,,10.1016/j.jms.2012.06.009,https://dx.doi.org/10.1016/j.jms.2012.06.009,0,2012-06-00,2012
1314,S0022285212001014.xml,False,276,onJournal of Molecular Spectroscopy 276-277 (2012) 1-9. doi:10.1016j.jms.2012.06.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 20121-91910.1016j.jms.2012.06.011http,http://dx.doi.org/10.1016/j.jms.2012.06.011doi:10.1016/j.jms.2012.06.011JournalsS300.1YJMSP10230S0022-2852(12)00101-410.1016/j.jms.2012.06.011Elsevier,,10.1016/j.jms.2012.06.011,https://dx.doi.org/10.1016/j.jms.2012.06.011,3,2012-06-00,2012
1315,S002228521200104X.xml,False,276,nal of Molecular Spectroscopy 276-277 (2012) 49-56. doi:10.1016j.jms.2012.06.014journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852276-277June-July 201249-56495610.1016j.jms.2012.06.014http,http://dx.doi.org/10.1016/j.jms.2012.06.014doi:10.1016/j.jms.2012.06.014JournalsS300.1YJMSP10233S0022-2852(12)00104-X10.1016/j.jms.2012.06.014Elsevier,,10.1016/j.jms.2012.06.014,https://dx.doi.org/10.1016/j.jms.2012.06.014,1,2012-06-00,2012
1316,S0022285212000410.xml,False,278,tionÃƒÂ¢Ã¢â€šÂ¬Ã¯Â¿Â½Journal of Molecular Spectroscopy 278 (2012) 68-71. doi:10.1016j.jms.2012.03.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201268-71687110.1016j.jms.2012.03.007http,http://dx.doi.org/10.1016/j.jms.2012.03.007doi:10.1016/j.jms.2012.03.007JournalsS300.1YJMSP10200S0022-2852(12)00041-010.1016/j.jms.2012.03.007Elsevier,,10.1016/j.jms.2012.03.007,https://dx.doi.org/10.1016/j.jms.2012.03.007,0,2012-08-00,2012
1317,S0022285212000963.xml,False,278,otationJournal of Molecular Spectroscopy 278 (2012) 52-67. doi:10.1016j.jms.2012.06.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201252-67526710.1016j.jms.2012.06.006http,http://dx.doi.org/10.1016/j.jms.2012.06.006doi:10.1016/j.jms.2012.06.006JournalsS300.1YJMSP10225S0022-2852(12)00096-310.1016/j.jms.2012.06.006Elsevier,,10.1016/j.jms.2012.06.006,https://dx.doi.org/10.1016/j.jms.2012.06.006,8,2012-08-00,2012
1318,S0022285212001051.xml,False,278,ractionJournal of Molecular Spectroscopy 278 (2012) 11-16. doi:10.1016j.jms.2012.06.015journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201211-16111610.1016j.jms.2012.06.015http,http://dx.doi.org/10.1016/j.jms.2012.06.015doi:10.1016/j.jms.2012.06.015JournalsS300.1YJMSP10234S0022-2852(12)00105-110.1016/j.jms.2012.06.015Elsevier,,10.1016/j.jms.2012.06.015,https://dx.doi.org/10.1016/j.jms.2012.06.015,2,2012-08-00,2012
1319,S0022285212001191.xml,False,278,KR dataJournal of Molecular Spectroscopy 278 (2012) 23-26. doi:10.1016j.jms.2012.07.001journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201223-26232610.1016j.jms.2012.07.001http,http://dx.doi.org/10.1016/j.jms.2012.07.001doi:10.1016/j.jms.2012.07.001JournalsS300.1YJMSP10237S0022-2852(12)00119-110.1016/j.jms.2012.07.001Elsevier,,10.1016/j.jms.2012.07.001,https://dx.doi.org/10.1016/j.jms.2012.07.001,12,2012-08-00,2012
1320,S0022285212001208.xml,False,278,g reactionJournal of Molecular Spectroscopy 278 (2012) 7-10. doi:10.1016j.jms.2012.07.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 20127-1071010.1016j.jms.2012.07.002http,http://dx.doi.org/10.1016/j.jms.2012.07.002doi:10.1016/j.jms.2012.07.002JournalsS300.1YJMSP10238S0022-2852(12)00120-810.1016/j.jms.2012.07.002Elsevier,,10.1016/j.jms.2012.07.002,https://dx.doi.org/10.1016/j.jms.2012.07.002,0,2012-08-00,2012
1321,S002228521200121X.xml,False,278,blationJournal of Molecular Spectroscopy 278 (2012) 31-34. doi:10.1016j.jms.2012.07.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201231-34313410.1016j.jms.2012.07.003http,http://dx.doi.org/10.1016/j.jms.2012.07.003doi:10.1016/j.jms.2012.07.003JournalsS300.1YJMSP10239S0022-2852(12)00121-X10.1016/j.jms.2012.07.003Elsevier,,10.1016/j.jms.2012.07.003,https://dx.doi.org/10.1016/j.jms.2012.07.003,8,2012-08-00,2012
1322,S0022285212001233.xml,False,278,old moleculesJournal of Molecular Spectroscopy 278 (2012) 1-6. doi:10.1016j.jms.2012.07.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 20121-61610.1016j.jms.2012.07.005http,http://dx.doi.org/10.1016/j.jms.2012.07.005doi:10.1016/j.jms.2012.07.005JournalsS300.1YJMSP10241S0022-2852(12)00123-310.1016/j.jms.2012.07.005Elsevier,,10.1016/j.jms.2012.07.005,https://dx.doi.org/10.1016/j.jms.2012.07.005,5,2012-08-00,2012
1323,S0022285212001257.xml,False,278,r WaalsJournal of Molecular Spectroscopy 278 (2012) 17-22. doi:10.1016j.jms.2012.07.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201217-22172210.1016j.jms.2012.07.007http,http://dx.doi.org/10.1016/j.jms.2012.07.007doi:10.1016/j.jms.2012.07.007JournalsS300.1YJMSP10243S0022-2852(12)00125-710.1016/j.jms.2012.07.007Elsevier,,10.1016/j.jms.2012.07.007,https://dx.doi.org/10.1016/j.jms.2012.07.007,1,2012-08-00,2012
1324,S0022285212001269.xml,False,278,ructureJournal of Molecular Spectroscopy 278 (2012) 27-30. doi:10.1016j.jms.2012.07.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201227-30273010.1016j.jms.2012.07.008http,http://dx.doi.org/10.1016/j.jms.2012.07.008doi:10.1016/j.jms.2012.07.008JournalsS300.1YJMSP10244S0022-2852(12)00126-910.1016/j.jms.2012.07.008Elsevier,,10.1016/j.jms.2012.07.008,https://dx.doi.org/10.1016/j.jms.2012.07.008,4,2012-08-00,2012
1325,S0022285212001270.xml,False,278,blationJournal of Molecular Spectroscopy 278 (2012) 35-40. doi:10.1016j.jms.2012.07.009journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201235-40354010.1016j.jms.2012.07.009http,http://dx.doi.org/10.1016/j.jms.2012.07.009doi:10.1016/j.jms.2012.07.009JournalsS300.1YJMSP10245S0022-2852(12)00127-010.1016/j.jms.2012.07.009Elsevier,,10.1016/j.jms.2012.07.009,https://dx.doi.org/10.1016/j.jms.2012.07.009,3,2012-08-00,2012
1326,S0022285212001300.xml,False,278,t formsJournal of Molecular Spectroscopy 278 (2012) 41-51. doi:10.1016j.jms.2012.07.012journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852278August 201241-51415110.1016j.jms.2012.07.012http,http://dx.doi.org/10.1016/j.jms.2012.07.012doi:10.1016/j.jms.2012.07.012JournalsS300.1YJMSP10248S0022-2852(12)00130-010.1016/j.jms.2012.07.012Elsevier,,10.1016/j.jms.2012.07.012,https://dx.doi.org/10.1016/j.jms.2012.07.012,1,2012-08-00,2012
1327,S0022285212001282.xml,False,279,antsJournal of Molecular Spectroscopy 279 (2012) 12-15. doi:10.1016j.jms.2012.07.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 201212-15121510.1016j.jms.2012.07.010http,http://dx.doi.org/10.1016/j.jms.2012.07.010doi:10.1016/j.jms.2012.07.010JournalsS300.1YJMSP10246S0022-2852(12)00128-210.1016/j.jms.2012.07.010Elsevier,,10.1016/j.jms.2012.07.010,https://dx.doi.org/10.1016/j.jms.2012.07.010,2,2012-09-00,2012
1328,S0022285212001294.xml,False,279,tionJournal of Molecular Spectroscopy 279 (2012) 16-25. doi:10.1016j.jms.2012.07.011journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 201216-25162510.1016j.jms.2012.07.011http,http://dx.doi.org/10.1016/j.jms.2012.07.011doi:10.1016/j.jms.2012.07.011JournalsS300.1YJMSP10247S0022-2852(12)00129-410.1016/j.jms.2012.07.011Elsevier,,10.1016/j.jms.2012.07.011,https://dx.doi.org/10.1016/j.jms.2012.07.011,8,2012-09-00,2012
1329,S0022285212001464.xml,False,279,ectroscopyJournal of Molecular Spectroscopy 279 (2012) 1-2. doi:10.1016j.jms.2012.07.017journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 20121-21210.1016j.jms.2012.07.017http,http://dx.doi.org/10.1016/j.jms.2012.07.017doi:10.1016/j.jms.2012.07.017JournalsS300.1YJMSP10253S0022-2852(12)00146-410.1016/j.jms.2012.07.017Elsevier,,10.1016/j.jms.2012.07.017,https://dx.doi.org/10.1016/j.jms.2012.07.017,0,2012-09-00,2012
1330,S0022285212001476.xml,False,279,edRamanJournal of Molecular Spectroscopy 279 (2012) 3-11. doi:10.1016j.jms.2012.07.018journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 20123-1131110.1016j.jms.2012.07.018http,http://dx.doi.org/10.1016/j.jms.2012.07.018doi:10.1016/j.jms.2012.07.018JournalsS300.1YJMSP10254S0022-2852(12)00147-610.1016/j.jms.2012.07.018Elsevier,,10.1016/j.jms.2012.07.018,https://dx.doi.org/10.1016/j.jms.2012.07.018,4,2012-09-00,2012
1331,S002228521200152X.xml,False,279,tionJournal of Molecular Spectroscopy 279 (2012) 26-30. doi:10.1016j.jms.2012.08.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 201226-30263010.1016j.jms.2012.08.005http,http://dx.doi.org/10.1016/j.jms.2012.08.005doi:10.1016/j.jms.2012.08.005JournalsS300.1YJMSP10259S0022-2852(12)00152-X10.1016/j.jms.2012.08.005Elsevier,,10.1016/j.jms.2012.08.005,https://dx.doi.org/10.1016/j.jms.2012.08.005,0,2012-09-00,2012
1332,S0022285212001609.xml,False,279,tialJournal of Molecular Spectroscopy 279 (2012) 31-36. doi:10.1016j.jms.2012.08.006journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 201231-36313610.1016j.jms.2012.08.006http,http://dx.doi.org/10.1016/j.jms.2012.08.006doi:10.1016/j.jms.2012.08.006JournalsS300.1YJMSP10260S0022-2852(12)00160-910.1016/j.jms.2012.08.006Elsevier,,10.1016/j.jms.2012.08.006,https://dx.doi.org/10.1016/j.jms.2012.08.006,3,2012-09-00,2012
1333,S0022285212001610.xml,False,279,copyJournal of Molecular Spectroscopy 279 (2012) 37-43. doi:10.1016j.jms.2012.08.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852279September 201237-43374310.1016j.jms.2012.08.007http,http://dx.doi.org/10.1016/j.jms.2012.08.007doi:10.1016/j.jms.2012.08.007JournalsS300.1YJMSP10261S0022-2852(12)00161-010.1016/j.jms.2012.08.007Elsevier,,10.1016/j.jms.2012.08.007,https://dx.doi.org/10.1016/j.jms.2012.08.007,2,2012-09-00,2012
1334,S0022285212000896.xml,False,280,oscopy 280 (2012) 34-41. doi:10.1016j.jms.2012.05.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy34-41344110.1016j.jms.2012.05.007http,http://dx.doi.org/10.1016/j.jms.2012.05.007doi:10.1016/j.jms.2012.05.007JournalsS300.1YJMSP10218S0022-2852(12)00089-610.1016/j.jms.2012.05.007Elsevier,,10.1016/j.jms.2012.05.007,https://dx.doi.org/10.1016/j.jms.2012.05.007,1,2012-10-00,2012
1335,S0022285212000902.xml,False,280,opy 280 (2012) 97-103. doi:10.1016j.jms.2012.05.008journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy97-1039710310.1016j.jms.2012.05.008http,http://dx.doi.org/10.1016/j.jms.2012.05.008doi:10.1016/j.jms.2012.05.008JournalsS300.1YJMSP10219S0022-2852(12)00090-210.1016/j.jms.2012.05.008Elsevier,,10.1016/j.jms.2012.05.008,https://dx.doi.org/10.1016/j.jms.2012.05.008,4,2012-10-00,2012
1336,S0022285212000926.xml,False,280,oscopy 280 (2012) 47-53. doi:10.1016j.jms.2012.06.002journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy47-53475310.1016j.jms.2012.06.002http,http://dx.doi.org/10.1016/j.jms.2012.06.002doi:10.1016/j.jms.2012.06.002JournalsS300.1YJMSP10221S0022-2852(12)00092-610.1016/j.jms.2012.06.002Elsevier,,10.1016/j.jms.2012.06.002,https://dx.doi.org/10.1016/j.jms.2012.06.002,3,2012-10-00,2012
1337,S0022285212000938.xml,False,280,oscopy 280 (2012) 61-67. doi:10.1016j.jms.2012.06.003journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy61-67616710.1016j.jms.2012.06.003http,http://dx.doi.org/10.1016/j.jms.2012.06.003doi:10.1016/j.jms.2012.06.003JournalsS300.1YJMSP10222S0022-2852(12)00093-810.1016/j.jms.2012.06.003Elsevier,,10.1016/j.jms.2012.06.003,https://dx.doi.org/10.1016/j.jms.2012.06.003,3,2012-10-00,2012
1338,S0022285212000951.xml,False,280,oscopy 280 (2012) 27-33. doi:10.1016j.jms.2012.06.005journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy27-33273310.1016j.jms.2012.06.005http,http://dx.doi.org/10.1016/j.jms.2012.06.005doi:10.1016/j.jms.2012.06.005JournalsS300.1YJMSP10224S0022-2852(12)00095-110.1016/j.jms.2012.06.005Elsevier,,10.1016/j.jms.2012.06.005,https://dx.doi.org/10.1016/j.jms.2012.06.005,4,2012-10-00,2012
1339,S0022285212000975.xml,False,280, 280 (2012) 104-109. doi:10.1016j.jms.2012.06.007journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy104-10910410910.1016j.jms.2012.06.007http,http://dx.doi.org/10.1016/j.jms.2012.06.007doi:10.1016/j.jms.2012.06.007JournalsS300.1YJMSP10226S0022-2852(12)00097-510.1016/j.jms.2012.06.007Elsevier,,10.1016/j.jms.2012.06.007,https://dx.doi.org/10.1016/j.jms.2012.06.007,1,2012-10-00,2012
1340,S0022285212001002.xml,False,280, 280 (2012) 110-118. doi:10.1016j.jms.2012.06.010journalJournal of Molecular SpectroscopyCopyright Ãƒâ€šÃ‚Â© 2012 Elsevier Inc. All rights reserved.Elsevier Inc.0022-2852280October 2012Broadband Rotational Spectroscopy110-11811011810.1016j.jms.2012.06.010http,http://dx.doi.org/10.1016/j.jms.2012.06.010doi:10.1016/j.jms.2012.06.010JournalsS300.1YJMSP10229S0022-2852(12)00100-210.1016/j.jms.2012.06.010Elsevier,,10.1016/j.jms.2012.06.010,https://dx.doi.org/10.1016/j.jms.2012.06.010,4,2012-10-00,2012
